year,industry1,industry2,occupation1,retrench
2003,services,administrative and support services,"production and transport operators, cleaners and labourers",60
2003,services,"community, social and personal services",total,250
2003,services,"community, social and personal services","professionals, managers, executives and technicians",80
2003,services,"community, social and personal services","clerical, sales and services workers",100
2003,services,"community, social and personal services","production and transport operators, cleaners and labourers",70
2003,others,others,total,270
2003,others,others,"professionals, managers, executives and technicians",120
2003,others,others,"clerical, sales and services workers",120
2003,others,others,"production and transport operators, cleaners and labourers",30
2004,total,total,total,10640
2004,total,total,"professionals, managers, executives and technicians",3450
2004,total,total,"clerical, sales and services workers",2300
2004,total,total,"production and transport operators, cleaners and labourers",4890
2004,manufacturing,"food, beverages and tobacco",total,140
2004,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",40
2004,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",40
2004,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",60
2004,manufacturing,paper products and printing,total,60
2004,manufacturing,paper products and printing,"professionals, managers, executives and technicians",20
2004,manufacturing,paper products and printing,"clerical, sales and services workers",10
2004,manufacturing,paper products and printing,"production and transport operators, cleaners and labourers",40
2004,manufacturing,"petroleum, chemical and pharmaceutical products",total,490
2004,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",180
2004,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",120
2004,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",180
2004,manufacturing,rubber and plastic products,total,410
2004,manufacturing,rubber and plastic products,"professionals, managers, executives and technicians",40
2004,manufacturing,rubber and plastic products,"clerical, sales and services workers",10
2004,manufacturing,rubber and plastic products,"production and transport operators, cleaners and labourers",360
2004,manufacturing,fabricated metal products,total,280
2004,manufacturing,fabricated metal products,"professionals, managers, executives and technicians",10
2004,manufacturing,fabricated metal products,"clerical, sales and services workers",30
2004,manufacturing,fabricated metal products,"production and transport operators, cleaners and labourers",240
2004,manufacturing,machinery and equipment,total,360
2004,manufacturing,machinery and equipment,"professionals, managers, executives and technicians",120
2004,manufacturing,machinery and equipment,"clerical, sales and services workers",30
2004,manufacturing,machinery and equipment,"production and transport operators, cleaners and labourers",210
2004,manufacturing,electrical products,total,370
2004,manufacturing,electrical products,"professionals, managers, executives and technicians",70
2004,manufacturing,electrical products,"clerical, sales and services workers",20
2004,manufacturing,electrical products,"production and transport operators, cleaners and labourers",280
2004,manufacturing,electronic products,total,1810
2004,manufacturing,electronic products,"professionals, managers, executives and technicians",580
2004,manufacturing,electronic products,"clerical, sales and services workers",150
2004,manufacturing,electronic products,"production and transport operators, cleaners and labourers",1080
2004,manufacturing,medical and precision instruments,total,150
2004,manufacturing,medical and precision instruments,"professionals, managers, executives and technicians",40
2004,manufacturing,medical and precision instruments,"clerical, sales and services workers",20
2004,manufacturing,medical and precision instruments,"production and transport operators, cleaners and labourers",80
2004,manufacturing,transport equipment,total,140
2004,manufacturing,transport equipment,"professionals, managers, executives and technicians",30
2004,manufacturing,transport equipment,"clerical, sales and services workers",10
2004,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",110
2004,manufacturing,other manufacturing industries,total,500
2004,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",40
2004,manufacturing,other manufacturing industries,"clerical, sales and services workers",30
2004,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",440
2004,construction,construction,total,410
2004,construction,construction,"professionals, managers, executives and technicians",100
2004,construction,construction,"clerical, sales and services workers",60
2004,construction,construction,"production and transport operators, cleaners and labourers",240
2004,services,wholesale and retail trade,total,1260
2004,services,wholesale and retail trade,"professionals, managers, executives and technicians",490
2004,services,wholesale and retail trade,"clerical, sales and services workers",460
2004,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",310
2004,services,transport and storage,total,1080
2004,services,transport and storage,"professionals, managers, executives and technicians",70
2004,services,transport and storage,"clerical, sales and services workers",230
2004,services,transport and storage,"production and transport operators, cleaners and labourers",780
2004,services,hotels and restaurants,total,610
2004,services,hotels and restaurants,"professionals, managers, executives and technicians",100
2004,services,hotels and restaurants,"clerical, sales and services workers",430
2004,services,hotels and restaurants,"production and transport operators, cleaners and labourers",80
2004,services,information and communications,total,500
2004,services,information and communications,"professionals, managers, executives and technicians",340
2004,services,information and communications,"clerical, sales and services workers",150
2004,services,information and communications,"production and transport operators, cleaners and labourers",10
2004,services,financial services,total,1020
2004,services,financial services,"professionals, managers, executives and technicians",720
2004,services,financial services,"clerical, sales and services workers",230
2004,services,financial services,"production and transport operators, cleaners and labourers",70
2004,services,real estate and leasing services,total,90
2004,services,real estate and leasing services,"professionals, managers, executives and technicians",20
2004,services,real estate and leasing services,"clerical, sales and services workers",20
2004,services,real estate and leasing services,"production and transport operators, cleaners and labourers",60
2004,services,professionals services,total,260
2004,services,professionals services,"professionals, managers, executives and technicians",180
2004,services,professionals services,"clerical, sales and services workers",70
2004,services,professionals services,"production and transport operators, cleaners and labourers",10
2004,services,administrative and support services,total,100
2004,services,administrative and support services,"professionals, managers, executives and technicians",20
2004,services,administrative and support services,"clerical, sales and services workers",30
2004,services,administrative and support services,"production and transport operators, cleaners and labourers",50
2004,services,"community, social and personal services",total,300
2004,services,"community, social and personal services","professionals, managers, executives and technicians",70
2004,services,"community, social and personal services","clerical, sales and services workers",140
2004,services,"community, social and personal services","production and transport operators, cleaners and labourers",90
2004,others,others,total,310
2004,others,others,"professionals, managers, executives and technicians",160
2004,others,others,"clerical, sales and services workers",20
2004,others,others,"production and transport operators, cleaners and labourers",130
2005,total,total,total,11150
2005,total,total,"professionals, managers, executives and technicians",3360
2005,total,total,"clerical, sales and services workers",1390
2005,total,total,"production and transport operators, cleaners and labourers",6400
2005,manufacturing,"food, beverages and tobacco",total,90
2005,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",10
2005,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",20
2005,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",60
2005,manufacturing,paper products and printing,total,60
2005,manufacturing,paper products and printing,"professionals, managers, executives and technicians",-
2005,manufacturing,paper products and printing,"clerical, sales and services workers",-
2005,manufacturing,paper products and printing,"production and transport operators, cleaners and labourers",60
2005,manufacturing,"petroleum, chemical and pharmaceutical products",total,150
2005,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",60
2005,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2005,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",70
2005,manufacturing,rubber and plastic products,total,670
2005,manufacturing,rubber and plastic products,"professionals, managers, executives and technicians",60
2005,manufacturing,rubber and plastic products,"clerical, sales and services workers",30
2005,manufacturing,rubber and plastic products,"production and transport operators, cleaners and labourers",590
2005,manufacturing,fabricated metal products,total,440
2005,manufacturing,fabricated metal products,"professionals, managers, executives and technicians",50
2005,manufacturing,fabricated metal products,"clerical, sales and services workers",30
2005,manufacturing,fabricated metal products,"production and transport operators, cleaners and labourers",360
2005,manufacturing,machinery and equipment,total,390
2005,manufacturing,machinery and equipment,"professionals, managers, executives and technicians",80
2005,manufacturing,machinery and equipment,"clerical, sales and services workers",50
2005,manufacturing,machinery and equipment,"production and transport operators, cleaners and labourers",260
2005,manufacturing,electrical products,total,370
2005,manufacturing,electrical products,"professionals, managers, executives and technicians",70
2005,manufacturing,electrical products,"clerical, sales and services workers",140
2005,manufacturing,electrical products,"production and transport operators, cleaners and labourers",160
2005,manufacturing,electronic products,total,4300
2005,manufacturing,electronic products,"professionals, managers, executives and technicians",890
2005,manufacturing,electronic products,"clerical, sales and services workers",120
2005,manufacturing,electronic products,"production and transport operators, cleaners and labourers",3290
2005,manufacturing,medical and precision instruments,total,80
2005,manufacturing,medical and precision instruments,"professionals, managers, executives and technicians",10
2005,manufacturing,medical and precision instruments,"clerical, sales and services workers",10
2005,manufacturing,medical and precision instruments,"production and transport operators, cleaners and labourers",60
2005,manufacturing,transport equipment,total,30
2005,manufacturing,transport equipment,"professionals, managers, executives and technicians",10
2005,manufacturing,transport equipment,"clerical, sales and services workers",-
2005,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",20
2005,manufacturing,other manufacturing industries,total,500
2005,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",40
2005,manufacturing,other manufacturing industries,"clerical, sales and services workers",30
2005,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",430
2005,construction,construction,total,540
2005,construction,construction,"professionals, managers, executives and technicians",120
2005,construction,construction,"clerical, sales and services workers",50
2005,construction,construction,"production and transport operators, cleaners and labourers",380
2005,services,wholesale and retail trade,total,980
2005,services,wholesale and retail trade,"professionals, managers, executives and technicians",490
2005,services,wholesale and retail trade,"clerical, sales and services workers",230
2005,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",260
2005,services,transport and storage,total,290
2005,services,transport and storage,"professionals, managers, executives and technicians",70
2005,services,transport and storage,"clerical, sales and services workers",100
2005,services,transport and storage,"production and transport operators, cleaners and labourers",120
2005,services,hotels and restaurants,total,80
2005,services,hotels and restaurants,"professionals, managers, executives and technicians",10
2005,services,hotels and restaurants,"clerical, sales and services workers",50
2005,services,hotels and restaurants,"production and transport operators, cleaners and labourers",20
2005,services,information and communications,total,650
2005,services,information and communications,"professionals, managers, executives and technicians",490
2005,services,information and communications,"clerical, sales and services workers",140
2005,services,information and communications,"production and transport operators, cleaners and labourers",20
2005,services,financial services,total,690
2005,services,financial services,"professionals, managers, executives and technicians",420
2005,services,financial services,"clerical, sales and services workers",190
2005,services,financial services,"production and transport operators, cleaners and labourers",80
2005,services,real estate and leasing services,total,80
2005,services,real estate and leasing services,"professionals, managers, executives and technicians",10
2005,services,real estate and leasing services,"clerical, sales and services workers",20
2005,services,real estate and leasing services,"production and transport operators, cleaners and labourers",60
2005,services,professionals services,total,340
2005,services,professionals services,"professionals, managers, executives and technicians",220
2005,services,professionals services,"clerical, sales and services workers",100
2005,services,professionals services,"production and transport operators, cleaners and labourers",30
2005,services,administrative and support services,total,70
2005,services,administrative and support services,"professionals, managers, executives and technicians",30
2005,services,administrative and support services,"clerical, sales and services workers",20
2005,services,administrative and support services,"production and transport operators, cleaners and labourers",20
2005,services,"community, social and personal services",total,310
2005,services,"community, social and personal services","professionals, managers, executives and technicians",210
2005,services,"community, social and personal services","clerical, sales and services workers",40
2005,services,"community, social and personal services","production and transport operators, cleaners and labourers",50
2005,others,others,total,20
2005,others,others,"professionals, managers, executives and technicians",10
2005,others,others,"clerical, sales and services workers",10
2005,others,others,"production and transport operators, cleaners and labourers",-
2006,total,total,total,13090
2006,total,total,"professionals, managers, executives and technicians",3790
2006,total,total,"clerical, sales and services workers",1460
2006,total,total,"production and transport operators, cleaners and labourers",7840
2006,manufacturing,"food, beverages and tobacco",total,140
2006,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",30
2006,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",60
2006,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",50
2006,manufacturing,"paper,rubber,plastic products and printing",total,260
2006,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",40
2006,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",40
2006,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",170
2006,manufacturing,"petroleum, chemical and pharmaceutical products",total,110
2006,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",30
2006,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",30
2006,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",50
2006,manufacturing,"fabricated metal products, machinery and equipment",total,1120
2006,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",180
2006,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",70
2006,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",880
2006,manufacturing,"electronic, computer and optical products",total,6630
2006,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",1730
2006,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",170
2006,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",4730
2006,manufacturing,transport equipment,total,110
2006,manufacturing,transport equipment,"professionals, managers, executives and technicians",20
2006,manufacturing,transport equipment,"clerical, sales and services workers",-
2006,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",80
2006,manufacturing,other manufacturing industries,total,500
2006,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",40
2006,manufacturing,other manufacturing industries,"clerical, sales and services workers",40
2006,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",410
2006,construction,construction,total,490
2006,construction,construction,"professionals, managers, executives and technicians",70
2006,construction,construction,"clerical, sales and services workers",20
2006,construction,construction,"production and transport operators, cleaners and labourers",400
2006,services,wholesale and retail trade,total,1010
2006,services,wholesale and retail trade,"professionals, managers, executives and technicians",480
2006,services,wholesale and retail trade,"clerical, sales and services workers",220
2006,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",310
2006,services,transportation and storage,total,410
2006,services,transportation and storage,"professionals, managers, executives and technicians",70
2006,services,transportation and storage,"clerical, sales and services workers",220
2006,services,transportation and storage,"production and transport operators, cleaners and labourers",120
2006,services,accommodation and food services,total,230
2006,services,accommodation and food services,"professionals, managers, executives and technicians",20
2006,services,accommodation and food services,"clerical, sales and services workers",150
2006,services,accommodation and food services,"production and transport operators, cleaners and labourers",70
2006,services,information and communications,total,620
2006,services,information and communications,"professionals, managers, executives and technicians",500
2006,services,information and communications,"clerical, sales and services workers",100
2006,services,information and communications,"production and transport operators, cleaners and labourers",20
2006,services,financial and insurance services,total,400
2006,services,financial and insurance services,"professionals, managers, executives and technicians",240
2006,services,financial and insurance services,"clerical, sales and services workers",150
2006,services,financial and insurance services,"production and transport operators, cleaners and labourers",20
2006,services,real estate services,total,150
2006,services,real estate services,"professionals, managers, executives and technicians",20
2006,services,real estate services,"clerical, sales and services workers",80
2006,services,real estate services,"production and transport operators, cleaners and labourers",50
2006,services,professionals services,total,270
2006,services,professionals services,"professionals, managers, executives and technicians",190
2006,services,professionals services,"clerical, sales and services workers",30
2006,services,professionals services,"production and transport operators, cleaners and labourers",50
2006,services,administrative and support services,total,210
2006,services,administrative and support services,"professionals, managers, executives and technicians",30
2006,services,administrative and support services,"clerical, sales and services workers",30
2006,services,administrative and support services,"production and transport operators, cleaners and labourers",150
2006,services,"community, social and personal services",total,370
2006,services,"community, social and personal services","professionals, managers, executives and technicians",110
2006,services,"community, social and personal services","clerical, sales and services workers",70
2006,services,"community, social and personal services","production and transport operators, cleaners and labourers",200
2006,others,others,total,70
2006,others,others,"professionals, managers, executives and technicians",-
2006,others,others,"clerical, sales and services workers",-
2006,others,others,"production and transport operators, cleaners and labourers",70
2007,total,total,total,8590
2007,total,total,"professionals, managers, executives and technicians",2670
2007,total,total,"clerical, sales and services workers",1090
2007,total,total,"production and transport operators, cleaners and labourers",4830
2007,manufacturing,"food, beverages and tobacco",total,130
2007,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",20
2007,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2007,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",100
2007,manufacturing,"paper,rubber,plastic products and printing",total,430
2007,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",30
2007,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",20
2007,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",380
2007,manufacturing,"petroleum, chemical and pharmaceutical products",total,50
2007,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",20
2007,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",10
2007,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",30
2007,manufacturing,"fabricated metal products, machinery and equipment",total,1060
2007,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",200
2007,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",40
2007,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",820
2007,manufacturing,"electronic, computer and optical products",total,2290
2007,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",750
2007,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",90
2007,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",1450
2007,manufacturing,transport equipment,total,100
2007,manufacturing,transport equipment,"professionals, managers, executives and technicians",10
2007,manufacturing,transport equipment,"clerical, sales and services workers",-
2007,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",90
2007,manufacturing,other manufacturing industries,total,1450
2007,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",370
2007,manufacturing,other manufacturing industries,"clerical, sales and services workers",70
2007,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1010
2007,construction,construction,total,80
2007,construction,construction,"professionals, managers, executives and technicians",10
2007,construction,construction,"clerical, sales and services workers",-
2007,construction,construction,"production and transport operators, cleaners and labourers",70
2007,services,wholesale and retail trade,total,1240
2007,services,wholesale and retail trade,"professionals, managers, executives and technicians",480
2007,services,wholesale and retail trade,"clerical, sales and services workers",270
2007,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",490
2007,services,transportation and storage,total,270
2007,services,transportation and storage,"professionals, managers, executives and technicians",40
2007,services,transportation and storage,"clerical, sales and services workers",130
2007,services,transportation and storage,"production and transport operators, cleaners and labourers",100
2007,services,accommodation and food services,total,330
2007,services,accommodation and food services,"professionals, managers, executives and technicians",70
2007,services,accommodation and food services,"clerical, sales and services workers",250
2007,services,accommodation and food services,"production and transport operators, cleaners and labourers",-
2007,services,information and communications,total,270
2007,services,information and communications,"professionals, managers, executives and technicians",240
2007,services,information and communications,"clerical, sales and services workers",30
2007,services,information and communications,"production and transport operators, cleaners and labourers",-
2007,services,financial and insurance services,total,180
2007,services,financial and insurance services,"professionals, managers, executives and technicians",120
2007,services,financial and insurance services,"clerical, sales and services workers",60
2007,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2007,services,real estate services,total,10
2007,services,real estate services,"professionals, managers, executives and technicians",10
2007,services,real estate services,"clerical, sales and services workers",-
2007,services,real estate services,"production and transport operators, cleaners and labourers",-
2007,services,professionals services,total,280
2007,services,professionals services,"professionals, managers, executives and technicians",150
2007,services,professionals services,"clerical, sales and services workers",30
2007,services,professionals services,"production and transport operators, cleaners and labourers",110
2007,services,administrative and support services,total,140
2007,services,administrative and support services,"professionals, managers, executives and technicians",70
2007,services,administrative and support services,"clerical, sales and services workers",10
2007,services,administrative and support services,"production and transport operators, cleaners and labourers",70
2007,services,"community, social and personal services",total,270
2007,services,"community, social and personal services","professionals, managers, executives and technicians",100
2007,services,"community, social and personal services","clerical, sales and services workers",80
2007,services,"community, social and personal services","production and transport operators, cleaners and labourers",90
2007,others,others,total,20
2007,others,others,"professionals, managers, executives and technicians",10
2007,others,others,"clerical, sales and services workers",-
2007,others,others,"production and transport operators, cleaners and labourers",10
2008,total,total,total,16880
2008,total,total,"professionals, managers, executives and technicians",6200
2008,total,total,"clerical, sales and services workers",1920
2008,total,total,"production and transport operators, cleaners and labourers",8770
2008,manufacturing,"food, beverages and tobacco",total,80
2008,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",20
2008,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2008,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",40
2008,manufacturing,"paper,rubber,plastic products and printing",total,840
2008,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",120
2008,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",50
2008,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",670
2008,manufacturing,"petroleum, chemical and pharmaceutical products",total,200
2008,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",50
2008,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2008,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",130
2008,manufacturing,"fabricated metal products, machinery and equipment",total,2000
2008,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",560
2008,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",130
2008,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1310
2008,manufacturing,"electronic, computer and optical products",total,5320
2008,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",1770
2008,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",210
2008,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",3340
2008,manufacturing,transport equipment,total,800
2008,manufacturing,transport equipment,"professionals, managers, executives and technicians",50
2008,manufacturing,transport equipment,"clerical, sales and services workers",40
2008,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",710
2008,manufacturing,other manufacturing industries,total,1190
2008,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",280
2008,manufacturing,other manufacturing industries,"clerical, sales and services workers",40
2008,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",880
2008,construction,construction,total,540
2008,construction,construction,"professionals, managers, executives and technicians",50
2008,construction,construction,"clerical, sales and services workers",60
2008,construction,construction,"production and transport operators, cleaners and labourers",440
2008,services,wholesale and retail trade,total,1530
2008,services,wholesale and retail trade,"professionals, managers, executives and technicians",690
2008,services,wholesale and retail trade,"clerical, sales and services workers",380
2008,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",460
2008,services,transportation and storage,total,600
2008,services,transportation and storage,"professionals, managers, executives and technicians",90
2008,services,transportation and storage,"clerical, sales and services workers",220
2008,services,transportation and storage,"production and transport operators, cleaners and labourers",280
2008,services,accommodation and food services,total,150
2008,services,accommodation and food services,"professionals, managers, executives and technicians",20
2008,services,accommodation and food services,"clerical, sales and services workers",90
2008,services,accommodation and food services,"production and transport operators, cleaners and labourers",50
2008,services,information and communications,total,450
2008,services,information and communications,"professionals, managers, executives and technicians",360
2008,services,information and communications,"clerical, sales and services workers",70
2008,services,information and communications,"production and transport operators, cleaners and labourers",30
2008,services,financial and insurance services,total,1440
2008,services,financial and insurance services,"professionals, managers, executives and technicians",1270
2008,services,financial and insurance services,"clerical, sales and services workers",140
2008,services,financial and insurance services,"production and transport operators, cleaners and labourers",30
2008,services,real estate services,total,70
2008,services,real estate services,"professionals, managers, executives and technicians",10
2008,services,real estate services,"clerical, sales and services workers",50
2008,services,real estate services,"production and transport operators, cleaners and labourers",20
2008,services,professionals services,total,700
2008,services,professionals services,"professionals, managers, executives and technicians",530
2008,services,professionals services,"clerical, sales and services workers",90
2008,services,professionals services,"production and transport operators, cleaners and labourers",80
2008,services,administrative and support services,total,370
2008,services,administrative and support services,"professionals, managers, executives and technicians",190
2008,services,administrative and support services,"clerical, sales and services workers",40
2008,services,administrative and support services,"production and transport operators, cleaners and labourers",130
2008,services,"community, social and personal services",total,570
2008,services,"community, social and personal services","professionals, managers, executives and technicians",150
2008,services,"community, social and personal services","clerical, sales and services workers",290
2008,services,"community, social and personal services","production and transport operators, cleaners and labourers",130
2008,others,others,total,50
2008,others,others,"professionals, managers, executives and technicians",10
2008,others,others,"clerical, sales and services workers",-
2008,others,others,"production and transport operators, cleaners and labourers",30
2009,total,total,total,23430
2009,total,total,"professionals, managers, executives and technicians",9570
2009,total,total,"clerical, sales and services workers",2530
2009,total,total,"production and transport operators, cleaners and labourers",11330
2009,manufacturing,"food, beverages and tobacco",total,10
2009,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",-
2009,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",-
2009,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",10
2009,manufacturing,"paper,rubber,plastic products and printing",total,780
2009,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",110
2009,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",60
2009,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",620
2009,manufacturing,"petroleum, chemical and pharmaceutical products",total,230
2009,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",90
2009,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2009,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",120
2009,manufacturing,"fabricated metal products, machinery and equipment",total,3170
2009,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",880
2009,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",230
2009,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",2070
2009,manufacturing,"electronic, computer and optical products",total,6460
2009,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",2640
2009,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",300
2009,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",3520
2009,manufacturing,transport equipment,total,1460
2009,manufacturing,transport equipment,"professionals, managers, executives and technicians",170
2009,manufacturing,transport equipment,"clerical, sales and services workers",50
2009,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1240
2009,manufacturing,other manufacturing industries,total,1520
2009,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",160
2009,manufacturing,other manufacturing industries,"clerical, sales and services workers",110
2009,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1240
2009,construction,construction,total,980
2009,construction,construction,"professionals, managers, executives and technicians",120
2009,construction,construction,"clerical, sales and services workers",60
2009,construction,construction,"production and transport operators, cleaners and labourers",810
2009,services,wholesale and retail trade,total,2670
2009,services,wholesale and retail trade,"professionals, managers, executives and technicians",1550
2009,services,wholesale and retail trade,"clerical, sales and services workers",560
2009,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",560
2009,services,transportation and storage,total,1050
2009,services,transportation and storage,"professionals, managers, executives and technicians",270
2009,services,transportation and storage,"clerical, sales and services workers",310
2009,services,transportation and storage,"production and transport operators, cleaners and labourers",470
2009,services,accommodation and food services,total,200
2009,services,accommodation and food services,"professionals, managers, executives and technicians",30
2009,services,accommodation and food services,"clerical, sales and services workers",120
2009,services,accommodation and food services,"production and transport operators, cleaners and labourers",50
2009,services,information and communications,total,690
2009,services,information and communications,"professionals, managers, executives and technicians",590
2009,services,information and communications,"clerical, sales and services workers",80
2009,services,information and communications,"production and transport operators, cleaners and labourers",20
2009,services,financial and insurance services,total,1840
2009,services,financial and insurance services,"professionals, managers, executives and technicians",1660
2009,services,financial and insurance services,"clerical, sales and services workers",170
2009,services,financial and insurance services,"production and transport operators, cleaners and labourers",10
2009,services,real estate services,total,140
2009,services,real estate services,"professionals, managers, executives and technicians",60
2009,services,real estate services,"clerical, sales and services workers",10
2009,services,real estate services,"production and transport operators, cleaners and labourers",70
2009,services,professionals services,total,1210
2009,services,professionals services,"professionals, managers, executives and technicians",910
2009,services,professionals services,"clerical, sales and services workers",140
2009,services,professionals services,"production and transport operators, cleaners and labourers",170
2009,services,administrative and support services,total,690
2009,services,administrative and support services,"professionals, managers, executives and technicians",210
2009,services,administrative and support services,"clerical, sales and services workers",200
2009,services,administrative and support services,"production and transport operators, cleaners and labourers",280
2009,services,"community, social and personal services",total,240
2009,services,"community, social and personal services","professionals, managers, executives and technicians",80
2009,services,"community, social and personal services","clerical, sales and services workers",100
2009,services,"community, social and personal services","production and transport operators, cleaners and labourers",60
2009,others,others,total,90
2009,others,others,"professionals, managers, executives and technicians",60
2009,others,others,"clerical, sales and services workers",-
