Employee_ID,Age,Gender,Department,Job_Role,Work_Experience,Work_Hours_per_Week,Remote_Work,Workload_Score,Job_Satisfaction,Sleep_Hours,Physical_Activity_Hrs,Caffeine_Intake,Stress_Level,Mental_Health_Score
E0297,43,Female,Sales,Manager,5,55,No,4,6,4.9,0.3,4,5.1,59.0
E0298,44,Female,Sales,Executive,29,48,Yes,4,4,5.7,1.5,0,5.2,59.2
E0299,23,Male,HR,Developer,18,55,Yes,8,1,7.4,1.8,3,6.4,45.4
E0300,48,Female,IT,Executive,10,66,No,9,9,5.3,0.1,1,8.1,40.0
E0301,23,Male,HR,Team Lead,10,56,No,5,1,6.1,0.8,2,4.9,61.5
E0302,47,Male,Finance,Executive,7,59,Yes,7,4,5.9,2.0,5,6.6,44.9
E0303,38,Male,HR,Team Lead,18,59,No,6,3,7.8,1.5,6,4.8,63.7
E0304,54,Female,HR,Analyst,1,32,No,8,7,8.4,1.9,0,6.0,50.2
E0305,30,Male,IT,Analyst,7,36,No,6,5,7.5,0.3,5,7.1,40.5
E0306,50,Female,Finance,Team Lead,21,38,Yes,5,5,5.7,0.4,1,5.8,46.8
E0307,47,Female,Marketing,Team Lead,1,42,No,9,4,6.2,0.3,3,7.1,46.9
E0308,56,Female,Marketing,Executive,15,44,No,9,1,4.7,0.6,0,9.2,40.0
E0309,46,Male,Sales,Team Lead,4,34,Yes,6,5,4.8,1.4,3,5.2,53.9
E0310,45,Female,HR,Developer,28,58,No,7,4,4.8,0.3,2,7.0,40.0
E0311,34,Female,Sales,Analyst,29,64,No,9,8,4.7,1.0,6,6.4,47.0
E0312,28,Female,IT,Analyst,20,56,No,7,2,4.9,0.5,2,5.9,55.6
E0313,57,Male,Marketing,Intern,10,56,Yes,3,8,5.0,1.7,6,5.0,58.4
E0314,41,Male,HR,Team Lead,23,37,Yes,4,1,4.6,0.0,4,7.2,41.8
E0315,22,Male,IT,Manager,9,61,No,6,4,7.2,0.4,4,4.8,64.6
E0316,29,Male,IT,Manager,2,49,Yes,9,3,9.0,1.2,4,7.9,40.0
E0317,37,Male,HR,Team Lead,28,39,No,7,5,8.4,0.2,3,4.4,62.8
E0318,35,Female,IT,Developer,14,42,Yes,9,5,4.2,0.9,4,7.7,40.0
E0319,33,Male,HR,Manager,16,58,Yes,4,5,6.1,0.9,1,4.6,62.4
E0320,44,Male,HR,Intern,1,64,Yes,4,4,8.3,1.7,5,6.0,49.4
E0321,36,Male,Finance,Team Lead,2,37,No,3,8,4.7,1.3,5,3.8,71.7
E0322,49,Male,Sales,Developer,7,58,Yes,4,3,8.2,1.3,3,3.2,76.0
E0323,55,Male,IT,Developer,29,60,No,4,4,7.0,1.9,3,5.6,57.7
E0324,23,Male,IT,Executive,10,59,No,8,1,8.7,2.0,4,6.7,45.9
E0325,53,Male,Finance,Developer,22,51,No,5,7,8.4,1.3,6,3.5,66.7
E0326,44,Female,Finance,Manager,20,50,No,9,1,7.4,1.0,5,7.9,40.0
E0327,43,Other,Finance,Manager,1,41,Yes,3,2,7.3,1.2,5,4.1,63.7
E0328,46,Male,Marketing,Team Lead,13,40,Yes,3,7,5.1,0.8,4,5.4,50.7
E0329,43,Male,Marketing,Team Lead,1,31,Yes,6,1,4.6,2.0,3,7.7,40.0
E0330,43,Female,Marketing,Developer,5,31,No,4,3,6.1,1.4,2,4.0,68.3
E0331,27,Male,HR,Intern,16,63,No,6,6,4.9,0.6,6,4.7,67.2
E0332,36,Male,IT,Analyst,15,32,Yes,8,6,4.5,0.1,2,5.2,54.8
E0333,58,Female,Sales,Executive,17,45,Yes,7,6,5.5,0.1,4,6.7,48.4
E0334,54,Male,HR,Analyst,28,33,No,4,2,8.3,0.4,2,4.9,56.0
E0335,29,Female,IT,Developer,23,52,Yes,7,2,4.1,0.5,1,6.3,53.4
E0336,26,Female,IT,Developer,16,49,No,5,6,5.5,0.8,1,6.4,46.7
E0337,25,Male,Finance,Analyst,13,54,Yes,8,5,6.1,0.4,1,6.9,43.8
E0338,27,Male,Finance,Executive,11,59,No,4,7,6.6,1.3,3,4.0,67.0
E0339,53,Female,HR,Analyst,17,47,Yes,6,7,4.9,0.4,3,5.3,59.9
E0340,51,Male,Finance,Team Lead,17,40,Yes,6,5,8.8,0.4,3,3.7,66.0
E0341,56,Male,IT,Manager,2,58,Yes,4,8,6.9,0.9,3,4.1,66.7
E0342,37,Female,Finance,Intern,13,46,Yes,9,6,6.6,1.8,3,6.1,49.3
E0343,34,Female,Marketing,Team Lead,14,55,Yes,6,5,4.0,0.9,4,6.7,53.0
E0344,51,Male,Finance,Manager,11,52,Yes,9,4,6.4,0.8,2,7.8,40.0
E0345,40,Female,IT,Intern,28,49,No,4,7,8.2,1.2,4,3.5,64.3
E0346,38,Male,HR,Intern,10,31,Yes,3,4,5.1,0.5,2,4.4,69.9
E0347,40,Female,Sales,Intern,3,53,No,6,5,5.8,0.7,4,7.1,44.7
E0348,49,Female,Finance,Developer,29,60,Yes,9,5,4.1,0.4,1,6.0,49.6
E0349,47,Female,IT,Intern,27,56,No,4,1,8.9,1.1,0,4.6,63.1
E0350,58,Female,Sales,Executive,17,31,No,4,1,4.3,1.4,3,7.1,40.8
E0351,47,Other,Sales,Analyst,15,43,Yes,9,3,8.5,1.3,0,8.5,40.0
E0352,44,Male,Marketing,Executive,9,33,Yes,6,3,5.6,0.5,0,6.0,51.5
E0353,30,Female,Sales,Analyst,10,42,Yes,3,2,6.9,1.6,1,4.1,66.7
E0354,33,Male,IT,Team Lead,8,65,Yes,6,2,7.4,0.5,0,5.5,57.0
E0355,22,Male,IT,Team Lead,21,64,No,4,6,4.7,0.3,0,3.1,72.3
E0356,22,Male,Finance,Analyst,13,37,No,3,1,6.2,0.7,1,7.1,40.9
E0357,55,Female,Finance,Executive,27,31,No,7,6,5.6,1.2,2,5.6,54.1
E0358,53,Other,Finance,Analyst,18,35,No,5,5,4.3,0.3,4,5.8,50.7
E0359,46,Male,Sales,Intern,5,60,No,6,6,8.2,1.3,5,5.3,61.0
E0360,22,Male,Sales,Developer,6,39,No,8,5,4.2,1.7,0,8.2,40.0
E0361,37,Female,Marketing,Team Lead,17,50,No,4,7,7.3,0.6,3,3.3,72.1
E0362,26,Male,Finance,Developer,11,39,Yes,3,1,5.6,0.9,1,5.0,61.6
E0363,43,Male,HR,Intern,20,52,Yes,9,3,5.0,0.5,6,8.5,40.0
E0364,50,Female,Marketing,Intern,16,32,Yes,9,6,7.3,0.7,6,4.7,61.0
E0365,24,Female,HR,Team Lead,9,61,No,9,1,6.9,0.0,0,9.4,40.0
E0366,33,Other,Sales,Team Lead,2,49,Yes,3,7,5.6,1.9,5,5.2,60.3
E0367,47,Male,Marketing,Intern,5,39,Yes,7,4,6.6,0.8,2,6.4,49.7
E0368,37,Male,Marketing,Manager,1,58,Yes,6,3,5.2,1.6,2,5.3,56.5
E0369,58,Female,IT,Developer,4,63,Yes,8,9,8.3,0.3,5,5.7,54.3
E0370,43,Female,Sales,Developer,4,66,No,9,1,5.6,1.6,3,8.0,40.0
E0371,50,Female,Sales,Manager,22,49,Yes,3,8,5.2,1.7,0,3.5,71.0
E0372,35,Female,Marketing,Executive,26,37,No,9,1,7.8,1.4,3,8.0,40.0
E0373,49,Male,Sales,Developer,25,36,No,7,5,4.1,1.8,2,5.7,54.3
E0374,26,Female,Marketing,Analyst,3,35,Yes,4,8,5.3,0.3,6,4.2,66.3
E0375,51,Male,IT,Intern,9,40,No,9,6,5.9,1.0,2,5.3,55.6
E0376,26,Male,Marketing,Intern,22,47,No,7,7,8.4,1.2,4,2.9,74.1
E0377,33,Female,Sales,Manager,23,58,Yes,6,8,8.8,1.2,2,4.5,61.0
E0378,37,Male,Sales,Developer,12,54,Yes,9,6,7.6,1.7,1,7.4,40.0
E0379,47,Male,Marketing,Executive,10,50,Yes,7,6,6.5,0.4,4,5.1,61.4
E0380,47,Female,Marketing,Developer,2,32,No,3,6,7.2,0.4,3,3.0,73.4
E0381,42,Male,Marketing,Intern,11,47,No,3,5,6.1,0.5,2,4.7,62.5
E0382,57,Female,Finance,Team Lead,10,53,Yes,5,8,5.5,1.8,5,4.3,65.6
E0383,54,Male,Sales,Analyst,22,67,Yes,7,2,8.8,1.9,1,5.8,56.4
E0384,51,Female,Sales,Manager,6,39,Yes,4,7,4.6,1.1,4,4.5,64.0
E0385,58,Male,Finance,Team Lead,18,56,No,9,4,5.7,1.0,1,7.3,40.0
E0386,44,Male,Marketing,Executive,2,41,Yes,8,1,8.5,1.2,4,5.9,59.2
E0387,31,Other,IT,Team Lead,2,36,No,8,5,7.6,1.2,4,6.1,54.1
E0388,26,Female,Marketing,Team Lead,10,46,Yes,6,3,4.1,0.3,4,6.6,48.6
E0389,57,Female,Marketing,Executive,16,30,No,5,4,4.1,1.4,5,5.2,56.7
E0390,55,Male,Finance,Team Lead,12,55,No,7,7,6.6,0.9,3,6.2,49.4
E0391,52,Female,Sales,Manager,1,44,No,4,5,6.4,1.0,4,4.9,56.5
E0392,31,Female,Marketing,Intern,21,62,Yes,5,4,6.2,0.1,4,5.0,59.0
E0393,40,Female,Sales,Developer,8,66,No,3,1,5.5,1.5,1,5.5,56.5
E0394,53,Female,HR,Team Lead,16,60,Yes,6,6,8.9,1.7,4,4.3,65.5
E0395,22,Male,Sales,Manager,18,64,Yes,9,6,5.4,1.2,3,6.6,52.5
E0396,26,Male,IT,Developer,13,30,No,9,7,6.5,1.5,6,6.1,53.2
E0397,25,Female,IT,Developer,15,37,No,9,1,6.0,1.0,5,6.4,51.7
E0398,37,Male,Marketing,Team Lead,21,41,No,7,4,4.9,1.2,5,6.5,49.6
E0399,45,Male,Sales,Manager,12,48,Yes,8,9,5.0,0.8,1,5.8,54.1
E0400,37,Female,Marketing,Intern,8,54,No,4,6,8.6,1.6,6,6.1,52.6
E0401,23,Female,Finance,Team Lead,10,61,No,9,2,8.3,0.9,4,7.8,40.0
E0402,49,Female,IT,Executive,14,41,No,9,4,5.0,1.4,1,6.8,44.8
E0403,53,Female,Marketing,Developer,5,42,No,3,6,8.4,1.2,5,1.8,81.4
E0404,48,Female,Finance,Team Lead,18,57,No,5,4,5.0,1.4,3,4.5,60.5
E0405,41,Male,Marketing,Developer,19,30,Yes,9,7,7.1,1.6,1,5.7,58.0
E0406,45,Male,Sales,Manager,15,35,No,6,3,4.4,1.0,3,5.9,49.6
E0407,33,Male,Sales,Analyst,6,37,No,5,6,8.4,1.6,6,4.1,63.2
E0408,56,Male,Sales,Team Lead,27,33,No,8,4,4.3,1.0,6,6.7,47.6
E0409,54,Female,Sales,Intern,11,34,Yes,5,3,6.8,1.9,2,5.2,58.2
E0410,54,Male,HR,Team Lead,21,54,Yes,4,3,7.9,1.5,4,4.4,66.1
E0411,58,Male,Finance,Developer,11,51,Yes,3,2,4.6,0.3,3,5.2,63.7
E0412,33,Male,Finance,Manager,20,57,No,7,3,6.0,1.7,4,5.7,56.1
E0413,24,Male,Sales,Executive,20,68,No,4,1,4.2,1.1,6,4.8,56.9
E0414,22,Male,HR,Intern,21,52,Yes,8,3,7.4,2.0,3,6.6,50.0
E0415,54,Male,Sales,Manager,18,33,No,6,9,5.5,1.4,0,4.9,60.1
E0416,31,Male,HR,Team Lead,25,33,No,8,4,6.8,0.2,6,5.5,56.5
E0417,50,Male,Sales,Executive,18,50,No,8,3,8.7,0.8,0,6.0,47.0
E0418,34,Male,IT,Manager,10,66,Yes,5,8,5.5,1.0,0,4.1,68.7
E0419,33,Female,IT,Analyst,2,31,No,6,1,4.2,1.7,6,6.8,41.7
E0420,52,Male,Marketing,Intern,26,36,Yes,4,5,7.4,1.5,3,5.0,61.6
E0421,23,Male,Sales,Developer,9,45,No,8,1,7.9,0.7,5,8.2,40.0
E0422,56,Female,Finance,Manager,14,46,Yes,4,7,8.8,1.3,5,3.7,72.6
E0423,44,Male,Marketing,Manager,19,49,Yes,9,5,4.8,1.2,4,8.3,40.0
E0424,38,Female,IT,Analyst,10,52,No,9,2,6.0,0.3,0,7.5,40.0
E0425,47,Female,Sales,Team Lead,23,63,Yes,9,1,8.2,0.5,4,8.5,40.0
E0426,29,Male,Marketing,Intern,4,40,Yes,7,7,8.0,0.7,3,4.4,65.6
E0427,50,Female,Sales,Intern,29,63,No,5,1,7.1,0.4,4,6.3,46.2
E0428,47,Male,IT,Developer,29,62,No,4,3,5.3,0.3,4,5.9,53.4
E0429,31,Female,Marketing,Manager,6,55,No,9,6,5.4,0.1,0,6.8,48.2
E0430,47,Male,IT,Executive,14,31,Yes,9,6,4.6,1.7,6,6.0,48.0
E0431,55,Female,HR,Manager,4,52,Yes,6,7,8.6,0.6,5,2.8,78.2
E0432,28,Male,IT,Developer,26,51,Yes,8,1,4.9,0.6,1,8.4,40.0
E0433,25,Female,Sales,Manager,15,63,Yes,9,7,6.9,0.4,2,5.9,52.2
E0434,32,Female,Finance,Analyst,16,44,No,7,2,6.9,1.0,3,6.5,47.8
E0435,50,Male,IT,Manager,7,39,Yes,6,6,5.8,1.0,3,6.7,42.2
E0436,57,Male,Finance,Manager,17,44,Yes,5,8,5.8,0.4,3,3.3,74.9
E0437,46,Female,HR,Executive,19,58,Yes,7,5,7.3,1.2,2,6.5,48.2
E0438,42,Female,Marketing,Analyst,29,52,Yes,7,3,5.9,1.4,1,5.9,53.3
E0439,57,Male,Marketing,Analyst,19,46,No,7,8,5.3,0.7,5,5.1,65.4
E0440,31,Female,Finance,Manager,17,38,No,8,8,6.0,1.2,4,4.6,62.6
E0441,58,Other,Marketing,Intern,6,65,Yes,9,4,8.0,1.0,5,6.1,52.2
E0442,30,Female,IT,Executive,29,38,Yes,3,8,8.8,0.4,3,3.1,79.1
E0443,45,Male,Finance,Manager,11,45,Yes,7,5,7.2,1.5,4,7.0,43.9
E0444,56,Female,Sales,Manager,16,65,No,6,5,7.9,1.6,0,5.6,53.1
E0445,56,Male,IT,Developer,25,62,No,6,3,6.7,1.3,5,6.2,51.6
E0446,57,Other,IT,Developer,8,60,Yes,5,7,7.1,0.6,0,6.7,44.3
E0447,39,Female,IT,Intern,11,35,Yes,4,9,8.9,1.9,0,3.4,76.4
E0448,53,Male,Sales,Executive,7,39,No,4,9,6.2,0.9,6,2.5,81.5
E0449,45,Female,HR,Team Lead,26,45,No,3,1,4.3,0.5,5,3.9,66.2
E0450,44,Male,Marketing,Developer,24,33,No,8,1,8.8,0.8,3,7.4,40.0
E0451,53,Other,Finance,Team Lead,22,51,Yes,9,5,8.0,1.4,2,5.2,58.9
E0452,58,Other,HR,Analyst,25,42,Yes,8,1,6.0,1.7,3,6.7,47.2
E0453,33,Female,Finance,Developer,19,45,Yes,9,4,8.9,0.7,0,7.0,40.3
E0454,34,Male,Marketing,Developer,26,58,No,7,1,5.7,0.5,0,8.2,40.0
E0455,44,Female,Sales,Executive,10,35,No,9,2,5.9,1.3,3,7.6,41.2
E0456,46,Male,IT,Intern,9,55,Yes,3,2,7.0,1.8,2,3.6,72.2
E0457,56,Male,IT,Team Lead,4,40,Yes,5,4,5.4,0.4,2,5.3,59.9
E0458,51,Female,Sales,Developer,23,53,Yes,5,8,7.5,1.6,6,3.6,68.2
E0459,38,Male,HR,Developer,15,58,Yes,4,2,4.8,1.0,4,5.8,50.8
E0460,41,Male,HR,Executive,13,32,Yes,5,9,4.5,1.6,1,3.0,75.2
E0461,46,Other,Finance,Executive,25,39,No,7,9,6.7,1.0,0,3.9,66.9
E0462,43,Male,Sales,Intern,2,30,Yes,6,2,6.8,0.8,2,7.2,43.9
E0463,34,Male,HR,Team Lead,2,55,Yes,5,1,4.5,1.4,5,7.2,44.8
E0464,40,Female,Sales,Analyst,16,41,No,3,9,8.8,1.8,6,3.5,69.9
E0465,57,Male,Marketing,Intern,9,43,Yes,7,2,6.9,0.6,0,4.9,58.2
E0466,33,Female,IT,Analyst,28,54,Yes,5,8,4.8,0.9,1,3.6,73.8
E0467,40,Other,IT,Manager,13,37,Yes,8,3,5.6,0.5,5,8.1,40.0
E0468,33,Female,IT,Developer,3,33,No,9,1,8.0,0.4,0,8.3,40.0
E0469,30,Female,Sales,Team Lead,9,57,No,5,1,6.6,1.6,6,6.5,45.0
E0470,28,Male,Sales,Intern,13,36,Yes,8,2,4.9,0.4,6,7.2,40.6
E0471,49,Male,Finance,Developer,21,39,No,7,7,4.5,1.6,2,5.1,54.7
E0472,35,Female,IT,Team Lead,22,65,Yes,5,6,6.2,0.9,4,4.7,66.2
E0473,52,Female,Finance,Team Lead,2,31,No,8,2,5.7,2.0,3,7.0,47.0
E0474,40,Female,IT,Team Lead,8,55,No,6,4,7.3,0.4,6,6.1,48.8
E0475,37,Male,Finance,Developer,27,43,No,4,2,8.6,0.2,5,5.0,61.4
E0476,26,Male,Finance,Intern,9,45,Yes,7,1,5.2,0.2,3,6.4,44.5
E0477,56,Male,Marketing,Executive,16,46,No,8,3,8.3,1.7,2,7.2,44.3
E0478,33,Female,Finance,Developer,2,51,No,3,4,8.6,0.9,2,5.1,56.5
E0479,46,Male,Sales,Team Lead,6,33,No,5,5,8.5,0.0,5,5.8,57.3
E0480,42,Female,Finance,Intern,22,48,No,8,5,8.8,1.7,1,6.6,48.7
E0481,57,Female,IT,Manager,8,31,Yes,9,7,8.2,1.8,6,6.6,46.1
E0482,44,Male,Finance,Analyst,26,68,Yes,8,8,7.0,1.6,5,4.3,64.4
E0483,37,Female,HR,Team Lead,28,38,Yes,8,9,6.0,0.5,0,4.7,62.8
E0484,35,Male,IT,Manager,5,48,Yes,9,7,6.5,0.7,1,6.1,48.4
E0485,52,Female,HR,Executive,9,45,No,4,5,8.4,1.5,3,4.7,65.8
E0486,26,Female,IT,Team Lead,1,54,No,9,9,5.5,1.0,0,5.3,58.5
E0487,56,Female,Sales,Manager,9,47,No,9,8,4.8,0.3,1,6.0,54.9
E0488,44,Female,Sales,Team Lead,10,52,Yes,3,9,4.7,0.5,3,3.7,63.1
E0489,50,Male,Sales,Developer,23,50,Yes,9,8,8.1,1.9,0,5.8,53.6
E0490,32,Male,HR,Intern,4,40,No,3,6,7.8,0.3,4,3.8,70.3
E0491,39,Female,Marketing,Manager,3,68,Yes,6,4,6.5,1.5,6,5.0,60.0
E0492,33,Male,IT,Intern,10,33,Yes,9,9,5.4,1.0,5,5.6,55.3
E0493,30,Male,Sales,Developer,15,54,No,4,9,7.4,1.5,5,2.7,77.4
E0494,31,Male,IT,Developer,11,61,No,9,9,4.2,1.3,5,6.1,58.0
E0495,38,Female,HR,Intern,14,59,Yes,8,3,6.8,0.9,4,6.5,48.7
E0496,59,Male,Marketing,Manager,6,55,No,7,3,6.0,0.7,6,6.0,52.4
E0497,28,Female,HR,Intern,12,65,No,4,6,8.9,1.5,1,3.8,72.4
E0498,34,Other,IT,Intern,13,63,No,9,6,6.5,0.6,6,8.6,40.0
E0499,30,Male,Marketing,Analyst,17,38,No,4,6,6.8,1.6,2,4.7,58.5
E0500,48,Male,Marketing,Manager,16,41,Yes,3,5,7.6,1.4,0,2.1,85.9
E0501,23,Male,HR,Analyst,3,31,No,6,5,6.4,1.2,1,5.8,52.6
E0502,26,Female,Sales,Team Lead,2,67,Yes,6,2,5.1,0.7,2,6.1,55.3
E0503,50,Male,IT,Intern,11,34,Yes,4,7,6.7,0.4,5,2.9,80.7
E0504,58,Male,Finance,Team Lead,29,34,No,4,4,8.7,1.4,5,5.0,53.0
E0505,59,Male,Finance,Manager,9,51,No,9,3,6.0,0.2,5,7.6,40.0
E0506,40,Female,HR,Intern,3,34,No,5,8,7.4,1.9,2,6.3,52.8
E0507,29,Male,IT,Team Lead,29,33,No,8,4,8.9,2.0,0,6.1,45.9
E0508,22,Female,IT,Executive,18,38,No,3,4,8.1,0.3,0,3.7,71.5
E0509,43,Female,HR,Developer,20,58,No,8,8,7.3,0.2,2,6.5,50.0
E0510,38,Male,IT,Intern,15,51,Yes,7,1,7.7,0.8,3,6.8,45.4
E0511,28,Female,Sales,Developer,14,56,Yes,7,9,8.7,1.9,5,3.3,73.5
E0512,46,Male,HR,Analyst,2,39,Yes,6,7,8.8,0.8,1,3.6,74.8
E0513,25,Female,Sales,Team Lead,17,45,Yes,3,2,8.8,0.7,0,4.1,62.7
E0514,57,Female,IT,Analyst,22,39,Yes,8,6,7.1,1.4,6,6.6,49.7
E0515,27,Female,HR,Intern,26,35,No,6,8,5.9,0.4,2,5.9,54.2
E0516,52,Male,IT,Developer,8,34,No,7,5,4.7,0.7,3,7.0,47.9
E0517,40,Male,HR,Developer,10,35,No,4,6,5.9,0.6,4,4.8,58.8
E0518,48,Male,IT,Team Lead,26,54,No,3,8,8.7,1.2,2,3.8,74.0
E0519,31,Male,Sales,Intern,18,33,No,3,6,8.4,0.3,6,3.9,64.6
E0520,47,Male,Sales,Executive,25,69,Yes,8,9,6.6,1.1,3,4.3,64.6
E0521,40,Male,IT,Executive,29,61,Yes,9,9,6.7,1.7,4,5.5,52.5
E0522,24,Male,HR,Team Lead,19,64,Yes,5,9,5.5,1.0,3,3.5,74.2
E0523,34,Male,Finance,Intern,8,39,No,8,6,6.3,1.4,0,7.3,40.0
E0524,49,Female,Sales,Team Lead,28,63,Yes,4,9,7.6,0.2,2,2.2,85.8
E0525,41,Male,Sales,Intern,8,65,No,9,3,6.0,0.9,6,6.6,42.1
E0526,49,Male,Finance,Analyst,3,35,No,9,5,4.9,0.2,4,7.3,40.3
E0527,29,Male,IT,Team Lead,3,45,Yes,9,2,6.7,1.2,3,9.5,40.0
E0528,22,Male,HR,Intern,12,48,Yes,4,8,5.1,0.6,4,4.6,60.9
E0529,24,Other,IT,Executive,22,63,Yes,6,4,8.9,0.6,1,6.2,53.6
E0530,34,Male,Marketing,Intern,17,54,Yes,3,6,6.0,0.2,6,2.7,80.5
E0531,49,Female,Sales,Intern,4,60,No,6,6,8.5,0.6,2,5.4,52.9
E0532,46,Other,Marketing,Team Lead,17,46,No,4,5,5.1,1.0,0,3.7,71.0
E0533,54,Female,Sales,Analyst,14,59,No,5,1,4.9,1.2,4,7.1,47.8
E0534,59,Female,Sales,Analyst,19,68,No,3,7,7.1,0.1,5,1.8,84.4
E0535,27,Female,Marketing,Analyst,9,60,No,4,8,7.9,1.3,3,3.0,73.9
E0536,53,Other,Marketing,Analyst,21,48,No,5,1,6.8,1.0,5,4.1,68.2
E0537,42,Female,IT,Manager,12,64,Yes,8,7,5.1,1.1,4,5.2,57.8
E0538,37,Female,Marketing,Team Lead,5,58,No,7,4,4.2,1.7,6,5.3,53.1
E0539,42,Female,IT,Developer,11,30,Yes,9,6,7.1,0.7,5,7.1,42.5
E0540,32,Female,IT,Team Lead,20,33,Yes,4,9,4.7,0.3,3,3.7,68.9
E0541,58,Female,IT,Manager,3,57,Yes,7,5,5.7,1.1,4,5.6,54.8
E0542,57,Male,Sales,Analyst,21,47,No,6,8,7.4,1.9,0,4.5,56.8
E0543,56,Male,Sales,Manager,15,55,Yes,7,5,4.5,1.0,0,5.5,57.1
E0544,40,Male,Marketing,Executive,14,69,Yes,4,2,4.6,1.7,2,6.0,47.1
E0545,41,Male,Sales,Executive,11,48,No,7,4,4.3,1.5,0,6.5,50.2
E0546,39,Male,Marketing,Team Lead,20,35,No,9,2,9.0,1.0,4,9.4,40.0
E0547,35,Male,Sales,Team Lead,8,30,No,3,7,5.9,1.3,6,5.1,53.2
E0548,36,Female,HR,Developer,4,37,No,4,7,8.5,0.8,4,4.4,68.7
E0549,52,Male,HR,Developer,27,62,No,5,3,5.5,1.1,0,6.0,51.6
E0550,22,Female,Marketing,Executive,12,50,No,7,7,7.8,1.0,1,5.5,59.2
E0551,24,Male,Sales,Analyst,8,53,Yes,3,1,5.1,1.4,4,6.6,50.0
E0552,37,Male,Sales,Manager,6,54,No,9,1,6.5,0.8,2,8.3,40.0
E0553,44,Female,IT,Developer,15,48,No,6,9,8.1,0.2,1,4.3,63.0
E0554,32,Female,Finance,Intern,12,58,Yes,6,6,8.1,1.6,0,4.3,70.4
E0555,33,Male,Marketing,Developer,16,39,Yes,9,5,8.0,1.4,6,5.9,49.1
E0556,31,Female,Finance,Analyst,16,41,Yes,7,6,8.1,1.9,3,5.2,59.5
E0557,53,Female,Finance,Analyst,27,62,No,6,6,5.1,0.9,4,2.9,74.5
E0558,37,Male,Marketing,Team Lead,21,36,Yes,5,1,6.4,0.2,3,6.1,48.5
E0559,29,Male,Sales,Manager,20,46,No,4,5,6.4,0.2,5,4.2,66.3
E0560,59,Other,Marketing,Analyst,20,39,No,3,9,8.5,1.5,2,3.3,80.2
E0561,33,Female,Finance,Developer,28,60,No,8,4,5.5,0.1,1,8.0,40.0
E0562,45,Female,Sales,Developer,4,35,No,7,3,8.7,1.8,3,8.5,40.0
E0563,49,Female,HR,Executive,11,46,Yes,6,1,6.3,0.6,2,7.2,43.0
E0564,29,Male,Marketing,Analyst,13,66,Yes,4,2,7.3,1.8,3,5.3,52.0
E0565,49,Male,Marketing,Intern,29,47,Yes,8,3,5.3,1.5,3,6.6,40.4
E0566,57,Male,Sales,Team Lead,9,55,No,5,4,6.1,1.7,2,4.3,66.1
E0567,47,Female,HR,Manager,4,45,Yes,6,7,7.5,0.4,4,5.5,58.1
E0568,29,Female,HR,Intern,12,37,Yes,6,6,6.6,1.2,3,5.1,63.9
E0569,49,Female,Sales,Team Lead,9,53,Yes,3,8,8.7,0.2,2,3.1,76.3
E0570,49,Male,IT,Developer,13,42,No,5,9,7.7,0.4,3,3.6,71.2
E0571,58,Male,Marketing,Intern,16,58,Yes,5,6,6.8,0.6,6,4.6,62.2
E0572,57,Female,Marketing,Team Lead,26,61,No,7,7,8.4,1.5,4,5.2,60.0
E0573,48,Female,Finance,Developer,6,53,Yes,8,4,7.3,0.0,6,6.9,41.2
E0574,38,Female,Sales,Developer,10,45,No,3,2,7.2,1.8,6,5.6,53.2
E0575,30,Male,Finance,Developer,13,40,Yes,7,9,5.2,0.1,2,3.8,66.1
E0576,54,Female,Finance,Developer,7,61,No,3,9,6.0,0.8,6,3.5,70.4
E0577,41,Male,HR,Developer,28,35,No,5,4,7.4,0.2,3,3.8,67.4
E0578,34,Female,Marketing,Executive,26,64,Yes,3,3,8.5,1.5,0,4.8,59.2
E0579,49,Male,Finance,Intern,19,62,No,3,6,5.6,0.3,4,4.2,64.5
E0580,50,Female,HR,Team Lead,24,47,No,3,3,5.1,1.8,3,4.8,62.2
E0581,34,Male,Sales,Executive,19,66,No,4,1,7.0,1.1,1,5.5,59.8
E0582,56,Female,Finance,Executive,17,42,No,4,4,4.3,1.9,2,5.3,58.5
E0583,27,Male,Marketing,Analyst,13,39,Yes,8,1,7.6,0.6,3,8.4,40.0
E0584,39,Male,Finance,Analyst,13,66,No,8,2,7.5,0.9,4,8.0,40.0
E0585,26,Male,Sales,Analyst,26,55,No,9,3,5.8,1.4,6,8.4,40.0
E0586,46,Male,Finance,Manager,28,46,No,5,8,8.5,1.7,4,2.4,81.3
E0587,23,Male,Marketing,Analyst,21,30,No,3,4,6.5,0.8,1,4.8,61.5
E0588,31,Female,HR,Team Lead,2,54,Yes,5,4,7.2,1.8,6,2.8,82.8
E0589,51,Male,Marketing,Executive,10,63,No,4,9,5.0,0.2,1,1.6,87.5
E0590,26,Female,HR,Team Lead,22,68,No,3,7,6.1,1.4,5,4.6,61.5
E0591,54,Female,IT,Intern,13,39,Yes,7,2,8.3,0.7,5,5.0,57.7
E0592,22,Female,Marketing,Analyst,26,49,No,4,3,5.1,0.2,3,5.1,61.9
E0593,39,Male,Marketing,Manager,9,36,No,4,4,6.0,0.8,0,6.2,46.8
E0594,53,Male,Sales,Intern,1,45,Yes,4,4,5.6,1.8,6,5.5,60.1
E0595,32,Female,Finance,Manager,14,66,Yes,9,8,4.8,2.0,4,6.7,40.7
